custom,boulder1,default,8.1931,7.8409,4.9439,0,1,1,1,1.0,1.0,-410.4167,-32.8234,-288.6161,-0.4734,0.5943,-0.4738,-0.4452;
custom,boulder1,default,-2.1888,-2.0796,-2.1888,0,1,1,1,1.0,1.0,-413.3460,17.6023,-330.2859,0.5732,0.5035,-0.6340,0.1259;
custom,boulder1,default,9.6039,9.1911,5.7953,0,1,1,1,1.0,1.0,-496.6803,185.3108,-582.3510,0.1077,0.7365,-0.6394,0.1928;
custom,arch1,default,0.9500,0.9500,1.1875,0,1,1,1,1.0,1.0,-197.6911,71.5386,-282.2116,0.0000,0.7071,0.0000,0.7071;
custom,arch1,default,0.9500,0.9500,1.1875,0,1,1,1,1.0,1.0,-101.2186,71.5386,-282.2116,0.0000,0.7071,0.0000,0.7071;
custom,arch1,default,0.9500,0.9500,1.1875,0,1,1,1,1.0,1.0,102.3089,71.5386,-282.2116,0.0000,0.7071,0.0000,0.7071;
custom,arch1,default,0.9500,0.9500,1.1875,0,1,1,1,1.0,1.0,198.7814,71.5386,-282.2116,0.0000,0.7071,0.0000,0.7071;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,261.5635,-1.2546,-358.0983,0.0000,-0.7071,0.0000,0.7071;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,261.5635,-1.2546,-506.5913,0.0000,-0.7071,0.0000,0.7071;
custom,canal1,default,2.2500,2.2500,-2.2500,0,1,1,1,1.0,1.0,-260.4803,-1.2546,-358.0983,0.0000,-0.7071,0.0000,0.7071;
custom,canal1,default,2.2500,2.2500,-2.2500,0,1,1,1,1.0,1.0,-260.4803,-1.2546,-506.5913,0.0000,-0.7071,0.0000,0.7071;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,37.7538,-1.2546,-581.9858,0.0000,-1.0000,0.0000,-0.0000;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,187.2836,-1.2546,-581.8858,0.0000,-1.0000,0.0000,-0.0000;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,-186.0153,-1.2546,-581.8858,0.0000,-1.0000,0.0000,-0.0000;
custom,canal1,default,2.2500,2.2500,2.2500,0,1,1,1,1.0,1.0,-36.5586,-1.2546,-581.9758,0.0000,-1.0000,0.0000,-0.0000;
custom,elevator1,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-224.3752,42.1183,-280.1743,0.0000,0.7071,0.0000,0.7071;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,-187.0032,14.6519,-404.2705,0.0000,-0.9524,0.0000,-0.3049;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,-140.1897,14.6519,-471.0476,0.0000,-0.9537,0.0000,-0.3007;
custom,house1,default,-0.9500,-0.9500,-0.9500,0,1,1,1,1.0,1.0,184.8474,14.6519,-405.2084,0.3007,-0.0000,0.9537,0.0000;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,132.0853,14.6519,-467.8210,0.0000,-0.9537,0.0000,0.3007;
custom,house1,default,-0.9500,-0.9500,-0.9500,0,1,1,1,1.0,1.0,52.5666,14.6519,-353.6982,0.0000,-0.0000,1.0000,-0.0000;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,45.2596,14.6519,-431.8249,0.0000,-1.0000,0.0000,0.0000;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,-54.2960,14.6519,-353.6982,0.0000,-1.0000,0.0000,-0.0044;
custom,house1,default,0.9500,0.9500,0.9500,0,1,1,1,1.0,1.0,-54.3813,14.6519,-431.8249,0.0000,-1.0000,0.0000,0.0000;
custom,house7,default,-1.1250,1.1250,1.1250,0,1,1,1,1.0,1.0,-198.5045,15.5931,-516.0501,0.0000,-0.0000,0.0000,1.0000;
custom,house7,default,1.1250,1.1250,1.1250,0,1,1,1,1.0,1.0,195.0082,15.5931,-516.0501,0.0000,-0.0000,0.0000,1.0000;
custom,tower1,default,2.0000,2.0000,2.0000,0,1,1,1,1.0,1.0,-154.4506,-25.9119,-280.3254,0.0000,0.7071,0.0000,0.7071;
custom,tower1,default,2.0000,2.0000,2.0000,0,1,1,1,1.0,1.0,145.5494,-25.9119,-280.3254,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-272.6707,-12.0000,-280.0207,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-72.6707,-12.0000,-280.0207,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.2000,1.2000,1.2000,0,1,1,1,1.0,1.0,-138.3685,-68.7776,-581.3189,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.2000,1.2000,1.2000,0,1,1,1,1.0,1.0,85.3006,-68.7776,-581.3189,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,27.3293,-12.0000,-280.0207,0.0000,0.7071,0.0000,0.7071;
custom,tower2,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,227.3293,-12.0000,-280.0208,0.0000,0.7071,0.0000,0.7071;
custom,tower4,default,1.8750,1.8750,1.8750,0,1,1,1,1.0,1.0,4.6209,95.9143,-584.7020,0.0000,-0.0000,0.0000,1.0000;
custom,wall3,default,0.5625,0.5625,0.5625,0,1,1,1,1.0,1.0,150.4865,-40.2311,-276.6279,0.0000,-0.0000,0.0000,1.0000;
custom,wall3,default,0.5625,0.5625,0.5625,0,1,1,1,1.0,1.0,-149.5135,-40.2311,-276.6279,0.0000,-0.0000,0.0000,1.0000;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,258.2799,-29.8841,-357.6241,0.0000,-0.7071,0.0000,0.7071;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,258.2799,-29.8841,-506.3635,0.0000,-0.7071,0.0000,0.7071;
custom,wall3,default,0.4326,0.4326,-0.4326,0,1,1,1,1.0,1.0,-257.1967,-29.8841,-357.6241,0.0000,-0.7071,0.0000,0.7071;
custom,wall3,default,0.4326,0.4326,-0.4326,0,1,1,1,1.0,1.0,-257.1967,-29.8841,-506.3635,0.0000,-0.7071,0.0000,0.7071;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,38.6323,-31.8841,-584.9694,0.0000,-1.0000,0.0000,-0.0000;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,187.3717,-31.8841,-585.1694,0.0000,-1.0000,0.0000,-0.0000;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,-183.6122,-31.8841,-585.1694,0.0000,-1.0000,0.0000,-0.0000;
custom,wall3,default,0.4326,0.4326,0.4326,0,1,1,1,1.0,1.0,-34.8728,-31.8841,-585.1694,0.0000,-1.0000,0.0000,-0.0000;
custom,house5,default,0.9250,0.9250,0.9250,0,1,1,1,1.0,1.0,120.5844,14.0068,-361.7285,0.0000,-0.0000,0.0000,1.0000;
custom,house12,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,45.5893,-0.7247,-521.0884,0.0000,-0.0000,0.0000,1.0000;
custom,house12,default,-1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-42.2757,-0.7247,-520.7632,0.0000,-0.0000,0.0000,1.0000;
custom,house5,default,-0.9250,0.9250,0.9250,0,1,1,1,1.0,1.0,-117.2709,14.0068,-361.7285,0.0000,-0.0000,0.0000,1.0000;
custom,tower4,default,0.9375,0.9375,0.9375,0,1,1,1,1.0,1.0,205.0640,48.1706,-334.7332,0.0000,-0.0000,0.0000,1.0000;
custom,tower4,default,-0.9375,0.9375,0.9375,0,1,1,1,1.0,1.0,-201.7504,48.1707,-334.7332,0.0000,-0.0000,0.0000,1.0000;
custom,tower2,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-457.0020,189.7494,-486.5133,0.0000,0.9239,0.0000,0.3827;
custom,tower1,default,1.2500,1.0000,1.2500,0,1,1,1,1.0,1.0,100.6321,38.6123,-437.1597,0.0000,0.7071,0.0000,0.7071;
custom,tower1,default,1.2500,1.0000,-1.2500,0,1,1,1,1.0,1.0,-97.3186,38.6123,-437.1597,0.0000,0.7071,0.0000,0.7071;
custom,windmill1,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-479.2957,-0.4213,61.4711,0.0000,-0.9999,0.0000,0.0110;
custom,windmill1,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-304.5722,-0.4213,-57.9602,0.0000,-0.1806,0.0000,0.9836;
custom,windmill1,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-478.6941,-0.4213,-99.2330,0.0000,0.8722,0.0000,0.4892;
base,aot_supply,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,1.5891,227.3541,-583.5988,-0.0000,-1.0000,0.0000,-0.0000;
base,aot_supply,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-377.8363,24.5932,-270.1482,0.0000,-0.9479,0.0000,0.3186;
base,aot_supply,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,-554.2394,-0.0446,-21.9182,0.0000,-0.7071,0.0000,0.7071;
base,aot_supply,default,1.0000,1.0000,1.0000,0,1,1,1,1.0,1.0,0.9786,2.4913,-15.9677,0.0000,0.0000,0.0000,-1.0000;
custom,boulder1,default,14.4089,13.6903,14.4089,0,1,1,1,1.0,1.0,-621.1392,27.3361,-555.9071,0.0000,0.6142,0.0000,0.7891;
custom,boulder1,default,25.5549,15.3822,16.6756,0,1,1,1,1.0,1.0,-487.4556,84.2687,-699.5848,-0.1945,0.5793,0.4452,-0.6545;
custom,boulder1,default,14.0794,28.9911,14.0794,0,1,1,1,1.0,1.0,-659.1443,100.0723,-643.9497,-0.0791,0.4402,-0.0039,-0.8944;
custom,boulder1,default,22.0742,38.3843,22.0742,0,1,1,1,1.0,1.0,-807.4148,104.2761,-662.1467,0.0000,0.1313,0.0000,-0.9913;
custom,boulder1,default,22.0742,38.3843,22.0742,0,1,1,1,1.0,1.0,-284.2600,44.7165,-892.5482,0.0000,-0.5108,0.0000,-0.8597;
custom,boulder1,default,22.0742,38.3843,22.0742,0,1,1,1,1.0,1.0,-907.1897,104.2761,-226.7521,0.0000,-0.9508,0.0000,-0.3098;
custom,boulder1,default,14.4089,13.6903,14.4089,0,1,1,1,1.0,1.0,-812.9626,27.3361,8.5811,0.0000,0.9430,0.0000,0.3328;
custom,boulder1,default,-18.6990,32.5153,18.6990,0,1,1,1,1.0,1.0,-831.7276,-164.6451,294.1653,-0.0465,-0.9868,0.0762,-0.1349;
custom,boulder1,default,-22.0354,38.3169,22.0354,0,1,1,1,1.0,1.0,-887.6853,-38.6505,581.0942,-0.0140,-0.4402,0.0066,0.8978;
